age,job,marital,education,default,housing,loan,helper,contact,month,year,date,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
54,management,married,university.degree,no,yes,no,54managementmarrieduniversity.degreenoyesnotue336,cellular,apr,2009,,tue,336,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
39,blue-collar,divorced,basic.6y,unknown,no,no,39blue-collardivorcedbasic.6yunknownnonowed101,cellular,may,2009,,wed,101,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
55,entrepreneur,divorced,university.degree,unknown,no,no,55entrepreneurdivorceduniversity.degreeunknownnonofri56,cellular,may,2009,,fri,56,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
40,admin.,married,high.school,no,no,no,40admin.marriedhigh.schoolnononomon160,telephone,may,2008,,mon,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,married,university.degree,unknown,yes,no,43unemployedmarrieduniversity.degreeunknownyesnotue424,telephone,may,2008,,tue,424,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
81,retired,married,basic.4y,no,no,no,81retiredmarriedbasic.4ynononomon617,cellular,may,2009,,mon,617,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes
43,technician,divorced,professional.course,no,yes,no,43techniciandivorcedprofessional.coursenoyesnomon143,cellular,may,2009,,mon,143,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no
34,admin.,married,high.school,no,yes,no,34admin.marriedhigh.schoolnoyesnowed238,cellular,jun,2010,,wed,238,1,6,2,success,-1.7,94.055,-39.8,0.704,4991.6,yes
42,technician,married,high.school,no,yes,no,42technicianmarriedhigh.schoolnoyesnotue188,cellular,aug,2008,,tue,188,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30,services,married,basic.6y,no,no,no,30servicesmarriedbasic.6ynononotue154,cellular,nov,2008,,tue,154,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
24,services,single,basic.9y,unknown,no,yes,24servicessinglebasic.9yunknownnoyesmon222,telephone,jun,2008,,mon,222,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
51,unknown,married,unknown,unknown,yes,no,51unknownmarriedunknownunknownyesnofri10,cellular,aug,2008,,fri,10,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
42,blue-collar,married,basic.9y,no,no,no,42blue-collarmarriedbasic.9ynononotue632,cellular,may,2009,,tue,632,5,10,1,success,-1.8,92.893,-46.2,1.344,5099.1,no
51,self-employed,married,basic.4y,unknown,no,yes,51self-employedmarriedbasic.4yunknownnoyeswed91,telephone,may,2008,,wed,91,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
38,blue-collar,married,high.school,unknown,no,no,38blue-collarmarriedhigh.schoolunknownnonomon90,cellular,jul,2008,,mon,90,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
45,blue-collar,married,basic.4y,unknown,yes,yes,45blue-collarmarriedbasic.4yunknownyesyesmon187,cellular,aug,2008,,mon,187,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
51,admin.,divorced,university.degree,unknown,no,no,51admin.divorceduniversity.degreeunknownnonofri86,telephone,aug,2008,,fri,86,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,admin.,married,university.degree,unknown,no,no,44admin.marrieduniversity.degreeunknownnonofri165,telephone,may,2008,,fri,165,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
52,technician,married,basic.9y,no,yes,no,52technicianmarriedbasic.9ynoyesnofri102,cellular,nov,2008,,fri,102,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,no
49,admin.,married,university.degree,no,yes,no,49admin.marrieduniversity.degreenoyesnomon212,telephone,may,2008,,mon,212,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,technician,married,professional.course,no,yes,no,49technicianmarriedprofessional.coursenoyesnotue57,telephone,may,2008,,tue,57,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
52,unknown,married,basic.6y,no,no,no,52unknownmarriedbasic.6ynononofri54,telephone,may,2008,,fri,54,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
32,entrepreneur,married,university.degree,no,no,no,32entrepreneurmarrieduniversity.degreenononothu73,cellular,nov,2008,,thu,73,4,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
27,services,married,high.school,no,no,no,27servicesmarriedhigh.schoolnononothu184,cellular,jul,2008,,thu,184,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
44,admin.,divorced,high.school,no,yes,no,44admin.divorcedhigh.schoolnoyesnotue173,cellular,may,2009,,tue,173,8,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
33,admin.,single,university.degree,no,no,no,33admin.singleuniversity.degreenononowed6,cellular,may,2009,,wed,6,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
30,services,married,basic.9y,no,no,no,30servicesmarriedbasic.9ynononotue70,cellular,jul,2008,,tue,70,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
32,admin.,single,university.degree,no,yes,no,32admin.singleuniversity.degreenoyesnothu96,cellular,jul,2008,,thu,96,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
36,blue-collar,married,professional.course,unknown,yes,yes,36blue-collarmarriedprofessional.courseunknownyesyestue102,telephone,jun,2008,,tue,102,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
49,unemployed,married,high.school,no,yes,no,49unemployedmarriedhigh.schoolnoyesnowed98,cellular,jul,2008,,wed,98,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
48,services,single,basic.4y,unknown,yes,yes,48servicessinglebasic.4yunknownyesyesthu106,cellular,may,2009,,thu,106,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no
48,technician,married,professional.course,no,yes,no,48technicianmarriedprofessional.coursenoyesnofri336,cellular,aug,2008,,fri,336,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes
42,blue-collar,married,basic.4y,no,no,no,42blue-collarmarriedbasic.4ynononowed456,telephone,may,2008,,wed,456,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
28,admin.,married,high.school,no,yes,no,28admin.marriedhigh.schoolnoyesnowed293,cellular,may,2009,,wed,293,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
52,management,married,university.degree,unknown,yes,yes,52managementmarrieduniversity.degreeunknownyesyesthu118,cellular,aug,2008,,thu,118,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
23,management,single,university.degree,no,yes,no,23managementsingleuniversity.degreenoyesnotue314,cellular,jul,2008,,tue,314,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
36,blue-collar,married,basic.6y,no,yes,no,36blue-collarmarriedbasic.6ynoyesnowed167,telephone,may,2008,,wed,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
43,admin.,divorced,university.degree,unknown,no,no,43admin.divorceduniversity.degreeunknownnonotue111,cellular,aug,2008,,tue,111,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
31,services,divorced,high.school,unknown,yes,no,31servicesdivorcedhigh.schoolunknownyesnothu236,cellular,may,2009,,thu,236,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
49,unemployed,married,basic.4y,no,yes,no,49unemployedmarriedbasic.4ynoyesnowed155,cellular,aug,2008,,wed,155,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,blue-collar,married,basic.9y,no,yes,no,36blue-collarmarriedbasic.9ynoyesnomon80,cellular,jul,2008,,mon,80,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
47,management,divorced,basic.4y,no,no,no,47managementdivorcedbasic.4ynononofri241,telephone,may,2008,,fri,241,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
31,technician,single,professional.course,no,unknown,unknown,31techniciansingleprofessional.coursenounknownunknownmon202,cellular,aug,2008,,mon,202,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
46,entrepreneur,married,professional.course,unknown,no,no,46entrepreneurmarriedprofessional.courseunknownnonomon88,telephone,jun,2008,,mon,88,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
54,blue-collar,married,basic.9y,unknown,yes,no,54blue-collarmarriedbasic.9yunknownyesnotue439,cellular,aug,2008,,tue,439,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
35,admin.,married,university.degree,no,no,no,35admin.marrieduniversity.degreenononothu322,cellular,may,2009,,thu,322,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
37,admin.,divorced,high.school,no,no,no,37admin.divorcedhigh.schoolnononothu51,telephone,may,2008,,thu,51,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
44,blue-collar,married,basic.9y,unknown,yes,no,44blue-collarmarriedbasic.9yunknownyesnomon147,telephone,jun,2008,,mon,147,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,no
30,unemployed,married,high.school,no,no,no,30unemployedmarriedhigh.schoolnononomon417,cellular,may,2009,,mon,417,1,3,1,success,-1.8,92.893,-46.2,1.354,5099.1,yes
33,admin.,single,high.school,no,yes,no,33admin.singlehigh.schoolnoyesnotue498,cellular,jul,2008,,tue,498,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
57,services,divorced,unknown,no,no,no,57servicesdivorcedunknownnononofri405,cellular,may,2009,,fri,405,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
39,admin.,single,unknown,no,no,yes,39admin.singleunknownnonoyesfri219,telephone,may,2008,,fri,219,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
43,unemployed,married,basic.4y,no,no,no,43unemployedmarriedbasic.4ynononowed117,cellular,may,2009,,wed,117,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
32,services,married,high.school,no,unknown,unknown,32servicesmarriedhigh.schoolnounknownunknownmon72,telephone,may,2008,,mon,72,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
29,technician,single,university.degree,no,no,no,29techniciansingleuniversity.degreenononomon68,cellular,may,2009,,mon,68,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,no
35,admin.,divorced,high.school,no,yes,yes,35admin.divorcedhigh.schoolnoyesyesmon82,telephone,may,2009,,mon,82,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no
47,admin.,married,high.school,no,no,no,47admin.marriedhigh.schoolnononowed99,cellular,may,2009,,wed,99,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
37,management,married,university.degree,no,yes,no,37managementmarrieduniversity.degreenoyesnothu252,cellular,nov,2008,,thu,252,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
35,technician,single,university.degree,unknown,no,no,35techniciansingleuniversity.degreeunknownnonomon712,cellular,apr,2009,,mon,712,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
37,self-employed,married,basic.9y,no,yes,yes,37self-employedmarriedbasic.9ynoyesyesthu171,cellular,jul,2008,,thu,171,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,technician,married,high.school,unknown,yes,no,36technicianmarriedhigh.schoolunknownyesnowed112,cellular,aug,2008,,wed,112,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
50,admin.,married,basic.9y,no,no,no,50admin.marriedbasic.9ynononothu84,cellular,aug,2008,,thu,84,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
30,admin.,single,university.degree,no,no,no,30admin.singleuniversity.degreenononomon135,cellular,aug,2008,,mon,135,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
33,blue-collar,married,basic.9y,no,yes,no,33blue-collarmarriedbasic.9ynoyesnotue132,cellular,jul,2008,,tue,132,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
37,admin.,single,high.school,no,no,yes,37admin.singlehigh.schoolnonoyestue223,cellular,jul,2008,,tue,223,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
45,self-employed,divorced,university.degree,no,no,yes,45self-employeddivorceduniversity.degreenonoyesfri133,cellular,may,2009,,fri,133,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
30,admin.,single,university.degree,no,no,no,30admin.singleuniversity.degreenononofri258,cellular,nov,2008,,fri,258,2,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
51,management,divorced,university.degree,no,no,no,51managementdivorceduniversity.degreenononowed345,cellular,may,2009,,wed,345,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
49,self-employed,single,basic.9y,no,no,no,49self-employedsinglebasic.9ynononomon58,telephone,may,2008,,mon,58,10,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
31,technician,single,university.degree,no,yes,no,31techniciansingleuniversity.degreenoyesnothu958,cellular,aug,2008,,thu,958,5,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no
40,admin.,single,university.degree,no,yes,no,40admin.singleuniversity.degreenoyesnofri250,cellular,jul,2008,,fri,250,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
41,technician,married,professional.course,no,no,yes,41technicianmarriedprofessional.coursenonoyesthu898,cellular,aug,2008,,thu,898,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
58,retired,married,basic.4y,no,yes,no,58retiredmarriedbasic.4ynoyesnothu185,cellular,apr,2009,,thu,185,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1,no
49,blue-collar,married,basic.4y,unknown,yes,no,49blue-collarmarriedbasic.4yunknownyesnothu282,telephone,may,2008,,thu,282,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
39,technician,divorced,professional.course,no,yes,no,39techniciandivorcedprofessional.coursenoyesnofri135,telephone,may,2008,,fri,135,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
48,technician,married,basic.6y,no,no,yes,48technicianmarriedbasic.6ynonoyestue175,telephone,may,2008,,tue,175,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
50,entrepreneur,married,basic.4y,unknown,no,no,50entrepreneurmarriedbasic.4yunknownnonothu235,cellular,jul,2008,,thu,235,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
54,blue-collar,married,unknown,no,yes,no,54blue-collarmarriedunknownnoyesnowed99,cellular,aug,2008,,wed,99,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
38,blue-collar,married,unknown,unknown,no,yes,38blue-collarmarriedunknownunknownnoyeswed181,telephone,may,2008,,wed,181,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
51,blue-collar,married,basic.4y,no,no,no,51blue-collarmarriedbasic.4ynononotue132,cellular,aug,2008,,tue,132,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no
36,admin.,single,university.degree,unknown,no,no,36admin.singleuniversity.degreeunknownnonowed117,telephone,may,2008,,wed,117,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,no
35,blue-collar,married,basic.6y,no,yes,no,35blue-collarmarriedbasic.6ynoyesnotue372,cellular,nov,2008,,tue,372,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,no
44,admin.,married,high.school,no,no,no,44admin.marriedhigh.schoolnononomon126,cellular,aug,2008,,mon,126,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
43,blue-collar,married,basic.4y,no,no,yes,43blue-collarmarriedbasic.4ynonoyeswed69,cellular,may,2009,,wed,69,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
30,technician,single,university.degree,no,no,no,30techniciansingleuniversity.degreenononothu183,cellular,aug,2008,,thu,183,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
41,technician,divorced,basic.4y,no,yes,no,41techniciandivorcedbasic.4ynoyesnotue270,telephone,may,2008,,tue,270,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
27,management,single,university.degree,no,yes,no,27managementsingleuniversity.degreenoyesnotue134,telephone,may,2008,,tue,134,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
45,blue-collar,married,high.school,no,yes,yes,45blue-collarmarriedhigh.schoolnoyesyesmon449,cellular,nov,2010,,mon,449,2,5,3,success,-1.1,94.767,-50.8,1.05,4963.6,yes
26,admin.,single,high.school,no,yes,no,26admin.singlehigh.schoolnoyesnofri160,telephone,may,2008,,fri,160,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,no
36,technician,married,professional.course,no,unknown,unknown,36technicianmarriedprofessional.coursenounknownunknowntue155,telephone,may,2008,,tue,155,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
24,student,single,high.school,no,no,no,24studentsinglehigh.schoolnononowed115,cellular,jul,2009,,wed,115,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2,no
46,management,married,university.degree,no,yes,no,46managementmarrieduniversity.degreenoyesnothu205,cellular,nov,2008,,thu,205,6,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
61,blue-collar,married,basic.6y,no,yes,yes,61blue-collarmarriedbasic.6ynoyesyesfri403,cellular,may,2010,,fri,403,1,3,2,success,-1.8,93.876,-40,0.695,5008.7,yes
50,admin.,divorced,basic.9y,no,no,no,50admin.divorcedbasic.9ynononofri145,telephone,may,2008,,fri,145,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
49,technician,married,professional.course,unknown,yes,no,49technicianmarriedprofessional.courseunknownyesnotue82,telephone,may,2008,,tue,82,9,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
55,admin.,married,basic.4y,no,yes,no,55admin.marriedbasic.4ynoyesnofri548,cellular,apr,2009,,fri,548,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
54,blue-collar,married,basic.4y,no,yes,no,54blue-collarmarriedbasic.4ynoyesnothu109,cellular,aug,2008,,thu,109,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
40,blue-collar,divorced,basic.9y,no,yes,no,40blue-collardivorcedbasic.9ynoyesnowed207,cellular,jul,2008,,wed,207,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
58,blue-collar,married,basic.4y,unknown,yes,yes,58blue-collarmarriedbasic.4yunknownyesyeswed173,cellular,may,2009,,wed,173,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no
58,entrepreneur,married,university.degree,no,no,no,58entrepreneurmarrieduniversity.degreenononowed175,telephone,jul,2008,,wed,175,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
36,admin.,single,university.degree,no,yes,no,36admin.singleuniversity.degreenoyesnothu379,cellular,aug,2008,,thu,379,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
30,admin.,single,university.degree,no,yes,no,30admin.singleuniversity.degreenoyesnowed105,cellular,aug,2008,,wed,105,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
45,admin.,single,university.degree,no,yes,no,45admin.singleuniversity.degreenoyesnothu544,cellular,jul,2008,,thu,544,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
40,management,married,university.degree,no,yes,no,40managementmarrieduniversity.degreenoyesnofri401,cellular,nov,2008,,fri,401,1,999,1,failure,-0.1,93.2,-42,4.021,5195.8,no
42,self-employed,married,university.degree,no,no,no,42self-employedmarrieduniversity.degreenononomon84,cellular,jul,2008,,mon,84,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
43,blue-collar,married,unknown,no,yes,no,43blue-collarmarriedunknownnoyesnotue128,cellular,may,2009,,tue,128,7,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
24,student,single,high.school,unknown,no,no,24studentsinglehigh.schoolunknownnonotue86,cellular,jul,2008,,tue,86,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
49,management,married,university.degree,no,no,no,49managementmarrieduniversity.degreenononomon549,cellular,jul,2008,,mon,549,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
55,unemployed,married,basic.4y,no,yes,no,55unemployedmarriedbasic.4ynoyesnotue6,telephone,sep,2010,,tue,6,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,no
49,admin.,married,high.school,no,yes,no,49admin.marriedhigh.schoolnoyesnofri183,cellular,aug,2008,,fri,183,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
48,blue-collar,married,basic.4y,no,no,yes,48blue-collarmarriedbasic.4ynonoyestue291,telephone,jun,2008,,tue,291,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
49,admin.,married,high.school,no,no,no,49admin.marriedhigh.schoolnononofri151,cellular,aug,2008,,fri,151,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
40,blue-collar,married,high.school,unknown,yes,no,40blue-collarmarriedhigh.schoolunknownyesnomon98,telephone,may,2008,,mon,98,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
35,services,married,high.school,no,no,no,35servicesmarriedhigh.schoolnononofri301,cellular,may,2009,,fri,301,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
32,admin.,single,professional.course,no,yes,no,32admin.singleprofessional.coursenoyesnomon16,telephone,may,2008,,mon,16,11,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,no
67,housemaid,divorced,professional.course,no,yes,no,67housemaiddivorcedprofessional.coursenoyesnomon655,cellular,nov,2010,,mon,655,2,5,5,success,-1.1,94.767,-50.8,1.039,4963.6,yes
41,technician,married,university.degree,no,yes,yes,41technicianmarrieduniversity.degreenoyesyesfri170,cellular,may,2009,,fri,170,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
73,retired,married,university.degree,no,yes,no,73retiredmarrieduniversity.degreenoyesnofri179,cellular,mar,2009,,fri,179,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,yes
32,management,single,basic.4y,no,no,no,32managementsinglebasic.4ynononomon73,telephone,may,2008,,mon,73,7,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,no
33,management,married,university.degree,no,yes,no,33managementmarrieduniversity.degreenoyesnowed113,cellular,aug,2008,,wed,113,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
36,technician,married,professional.course,no,yes,no,36technicianmarriedprofessional.coursenoyesnowed86,telephone,may,2009,,wed,86,4,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,no
40,technician,married,professional.course,no,yes,no,40technicianmarriedprofessional.coursenoyesnothu180,cellular,nov,2008,,thu,180,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,no
25,blue-collar,single,basic.9y,no,yes,yes,25blue-collarsinglebasic.9ynoyesyesthu212,cellular,jul,2008,,thu,212,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
60,entrepreneur,married,unknown,no,no,no,60entrepreneurmarriedunknownnononothu130,cellular,aug,2009,,thu,130,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,no
45,management,married,university.degree,no,yes,no,45managementmarrieduniversity.degreenoyesnothu391,cellular,jul,2008,,thu,391,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no
33,technician,married,university.degree,no,no,no,33technicianmarrieduniversity.degreenononowed91,telephone,nov,2008,,wed,91,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,no
31,admin.,married,university.degree,no,yes,no,31admin.marrieduniversity.degreenoyesnothu280,cellular,aug,2008,,thu,280,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
48,self-employed,married,university.degree,unknown,yes,no,48self-employedmarrieduniversity.degreeunknownyesnothu750,telephone,may,2008,,thu,750,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
42,services,married,university.degree,no,yes,no,42servicesmarrieduniversity.degreenoyesnomon257,cellular,apr,2009,,mon,257,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
40,management,married,university.degree,no,no,yes,40managementmarrieduniversity.degreenonoyestue454,cellular,aug,2008,,tue,454,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
30,technician,married,university.degree,no,no,no,30technicianmarrieduniversity.degreenononofri171,cellular,jun,2010,,fri,171,1,7,1,success,-1.7,94.055,-39.8,0.748,4991.6,no
41,blue-collar,married,basic.4y,unknown,no,no,41blue-collarmarriedbasic.4yunknownnonowed38,telephone,jun,2008,,wed,38,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no
36,housemaid,married,basic.4y,no,unknown,unknown,36housemaidmarriedbasic.4ynounknownunknowntue23,cellular,aug,2008,,tue,23,14,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
41,management,divorced,basic.6y,no,no,no,41managementdivorcedbasic.6ynononothu268,cellular,nov,2008,,thu,268,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,no
60,unknown,married,university.degree,no,no,yes,60unknownmarrieduniversity.degreenonoyesthu112,telephone,may,2008,,thu,112,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191,no
32,services,single,high.school,no,unknown,unknown,32servicessinglehigh.schoolnounknownunknownwed363,cellular,may,2009,,wed,363,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
44,self-employed,single,professional.course,no,yes,no,44self-employedsingleprofessional.coursenoyesnomon775,cellular,may,2009,,mon,775,5,999,1,failure,-1.8,92.893,-46.2,1.354,5099.1,yes
25,services,married,high.school,no,yes,no,25servicesmarriedhigh.schoolnoyesnofri164,cellular,jul,2008,,fri,164,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no
30,blue-collar,married,basic.9y,no,no,no,30blue-collarmarriedbasic.9ynononowed988,cellular,jul,2008,,wed,988,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
25,admin.,married,university.degree,no,yes,no,25admin.marrieduniversity.degreenoyesnofri109,telephone,jun,2008,,fri,109,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
31,technician,divorced,university.degree,no,yes,no,31techniciandivorceduniversity.degreenoyesnothu132,cellular,aug,2008,,thu,132,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
44,blue-collar,married,basic.4y,no,unknown,unknown,44blue-collarmarriedbasic.4ynounknownunknownthu471,telephone,jun,2008,,thu,471,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29,technician,single,university.degree,no,no,no,29techniciansingleuniversity.degreenononowed259,cellular,jul,2008,,wed,259,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
47,admin.,married,university.degree,no,no,no,47admin.marrieduniversity.degreenononothu42,telephone,may,2008,,thu,42,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,no
18,student,single,unknown,no,no,no,18studentsingleunknownnononothu385,cellular,sep,2009,,thu,385,1,3,1,success,-3.4,92.379,-29.8,0.809,5017.5,yes
25,admin.,married,high.school,no,no,yes,25admin.marriedhigh.schoolnonoyestue125,telephone,may,2008,,tue,125,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,no
29,technician,married,professional.course,no,no,no,29technicianmarriedprofessional.coursenononofri886,telephone,may,2008,,fri,886,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,yes
